Ac,Ae,Kc,Ke,Pc,Pe
0.0207896559908,0.00315771848664,0.0824737244048,0.0665630832649,0.00285677083529,0.00312363933874
0.0130786542581,0.00130236905585,0.120098540094,0.0984666772547,0.00244621299123,0.00258219436322
0.066269160917,0.00146986252288,0.159931155441,0.124592239274,0.00499907570724,0.00451609056276
0.0103922745716,0.00516142245762,0.101680357983,0.102373099607,0.00586663672653,0.00625110623038
0.179264897756,0.0184703345795,0.278567934891,0.201131099425,0.00862088193355,0.00857214213982
0.0130742784089,0.00052463258053,0.0425567164252,0.0429964965981,0.00126617107123,0.00108236239489
0.22278169369,0.000312984469117,0.19121832625,0.202491722032,0.00273446942083,0.00272428898181
0.0405925969311,0.000537517770202,0.0686182217219,0.0419518579112,0.00257722923888,0.00273272771448
0.142953994103,0.010792483996,0.324241570829,0.203486621454,0.00488856761002,0.00526222121504
0.0632245996778,0.00136723515,0.11597124917,0.0815950081492,0.00348047114785,0.00402166742463
0.0265721187872,0.00252755862373,0.144430874581,0.11716924285,0.00260798381255,0.00275682713096
0.0236907297882,0.000403921426274,0.143385086217,0.0835424912239,0.0034044628106,0.00359453271966
0.0813225665718,0.010756239834,0.267432650783,0.176527518713,0.00426688061052,0.004433265559
0.0549362510472,0.00820002283628,0.179452049312,0.156158853696,0.00409912227715,0.00429122638993
0.0224826744492,0.00215158130784,0.179339127914,0.140319332425,0.00492793221348,0.00543460343113
0.120649384971,0.000833663575823,0.192823936021,0.139175478009,0.00297176756272,0.00307879198528
0.00494784489329,0.0014776596583,0.0959028047303,0.0713297917026,0.00257837632858,0.00270067159345
0.0605724255008,0.0149581013563,0.230958009142,0.154720310328,0.007606315634,0.00741690618649
0.102856824203,0.0026213322865,0.238919534527,0.172905132121,0.00933275053582,0.00937679214853
0.0785801229728,0.0129165207784,0.136553657213,0.12295301785,0.00621182651363,0.00685195368144
0.0305146560222,0.00604984884934,0.156314149237,0.142086763062,0.00939106837443,0.00996941732713
0.0201393019581,0.00429995093274,0.0891218431516,0.0627928953712,0.00615065058839,0.00637828053905
0.0589807614757,0.00311973963408,0.271309104523,0.286709750194,0.00499277919444,0.00550843969852
0.039449426421,0.000351823215313,0.107831818832,0.10911665408,0.00126888966758,0.0013175055963
0.0899764266359,0.00312019959744,0.195244485238,0.137196473476,0.00477284932831,0.00501612218605
0.0202027764011,0.000398775849639,0.0793057309423,0.0675900466233,0.00223232544972,0.00228038771634
0.0613023497758,0.00109353583019,0.177532589787,0.139955296106,0.00285407688749,0.00276544441309
0.0719747486375,0.000332513859895,0.120091699313,0.113415794806,0.00132870133034,0.00158251341705
0.0588884515407,0.00275515110662,0.125108864238,0.0999361507978,0.00513098330659,0.00494783437079
0.010227746578,0.000860787742562,0.124056059286,0.10243451295,0.00400241582786,0.00415465921375
0.150937387214,0.0128250428508,0.2965437637,0.25095944272,0.00512260624748,0.0049868165551
0.0362480003351,0.00624823714189,0.174207614233,0.132245347816,0.00337718492307,0.00350628985786
0.042397686916,0.000514477949533,0.0457138414467,0.0429757559671,0.0011669846833,0.00118360045128
0.0555021816421,0.00245154784941,0.260899042026,0.206342033826,0.00451936601701,0.00465901321306
0.248113189865,0.00706800591002,0.297027362062,0.253546352036,0.0037413469586,0.00490226233418
0.136881868563,0.000393096117504,0.188859130354,0.16256672177,0.00153256294837,0.00160419097602
0.0523888383583,0.00412370962795,0.171532021174,0.131003960241,0.00475267800004,0.00481713198221
0.0680233244426,0.00776401908505,0.163822721238,0.0966996067158,0.0108909498264,0.0103436594619
0.229382047283,0.00479102041593,0.289940153914,0.160059522466,0.0107351482759,0.0102912203034
0.046373275547,0.0031160498051,0.179534661171,0.172346049264,0.00334513913897,0.0037435417583
0.0240054052921,0.0011455046146,0.183799505059,0.122340850729,0.00363771500502,0.00395954221652
0.00558797394727,0.0034412483666,0.0871252457617,0.0725482152603,0.00225662156695,0.00234214289045
0.00481735886288,0.000272958073395,0.0895332607993,0.0837403797443,0.00128018276555,0.00124610678645
0.0358706895642,0.000858357355699,0.16051678104,0.11250583841,0.00226356548004,0.00235728737575
0.102201191138,0.000403549637496,0.224383850502,0.153447960256,0.00273553813244,0.00276979454958
0.0528987202364,0.00335793095099,0.113873003098,0.0884328038377,0.0090389151926,0.00874316920541
0.218279621499,0.0017913631276,0.271338830107,0.192390328861,0.00566702856264,0.00562667749203
0.0864222865123,0.00179562541407,0.147010471325,0.140567351824,0.00227259556582,0.00243764844621
0.0353253114584,0.000636822464881,0.0792870368265,0.061005949699,0.00208728226862,0.00199378227474
0.121979609675,0.00707028813624,0.285854097569,0.239481234858,0.00468825158469,0.00455940067577
0.0166104022539,0.0017797434273,0.102595032007,0.10494886624,0.0034919370848,0.00361463069948
0.0411844523636,0.00124334675085,0.102837090138,0.0765840792705,0.0023094835752,0.00207848776154
0.110562045272,0.00644279567866,0.207876294474,0.0930095284519,0.00705729089077,0.00633337854548
0.0740785426286,0.00422452753694,0.114598345927,0.0646831832474,0.00250012605341,0.00247913356875
0.229162375423,0.00100671586073,0.223136691902,0.221836558206,0.00475416997713,0.00472693749057
0.241270564689,0.00647122370573,0.247644942979,0.20171513179,0.00323593064524,0.00346491610545
0.0413007789626,0.00507357315467,0.149461296984,0.140944468332,0.00396274473626,0.00421275912677
0.0247831797604,0.0126730615072,0.264990410995,0.272027241068,0.00445914834238,0.00462555979131
0.111284029691,0.00211109117601,0.191609556123,0.158752527669,0.00264362074868,0.00270830596879
0.0798943035451,0.00600172857047,0.326414104955,0.262941296419,0.00455695153808,0.00444016015481
0.0189837656454,0.0114703636107,0.242675175693,0.207506333122,0.00908468729153,0.00970629200991
0.148114562531,0.00329647323415,0.235655452743,0.193088348852,0.00565317278698,0.00557895155242
0.0240869034486,0.00239033549131,0.120204574767,0.0892410063657,0.00677422884986,0.00662574723508
0.0137218902528,0.000195154002434,0.055308519168,0.0983004457405,0.00115809531607,0.00119430783306
0.187126899566,0.00132966126325,0.301367120867,0.174418389364,0.00349953261196,0.00354520148701
0.0480839627046,0.00179856658777,0.144944976997,0.126391402409,0.00459697320988,0.00479784538216
0.0236689799355,0.00401008432455,0.158226623437,0.157848058487,0.00156722284469,0.00170310144132
0.051581077098,0.00378578307807,0.185658747472,0.137589868502,0.00338830403029,0.00362888038636
0.0201299411795,0.000111732946594,0.0491328229753,0.0440369984374,0.00207956545063,0.00171178540097
0.0312125957533,0.000221415578915,0.0712248002907,0.0401821420442,0.00145142153707,0.00155985671521
0.177483100567,0.0121167921953,0.297029937029,0.21949790887,0.00555107644656,0.00578193788549
0.315785759987,0.0200659663787,0.395012743457,0.322185483723,0.00830756389875,0.00831828694391
0.180852676776,0.000487173627059,0.14287463423,0.116832206614,0.00169041764503,0.00175237882654
0.179375489756,0.00936543978975,0.406459915884,0.18081510367,0.00361721964551,0.00397830086735
0.309242924772,0.0239072988686,0.413245761429,0.248028912653,0.00760415266964,0.00790408831489
0.10110919246,0.000285821823697,0.140753177579,0.123829687388,0.00159169678422,0.00156638592463
0.115157683182,0.00196276145569,0.19166378252,0.149632788435,0.00327829997361,0.00329407728109
0.0496083391983,0.0188602622311,0.144847490099,0.127574471937,0.00942907071283,0.00950975853303
0.0576836621372,0.00113671168457,0.125232765302,0.0751091080162,0.00237206320124,0.0022885227612
0.0434653712608,0.00185580981048,0.151303321113,0.0960860290707,0.00709312980295,0.00734598100551
0.0446807321861,0.00167381050979,0.108973902892,0.0936871192924,0.00270199930445,0.00267745676036
0.0304884050179,0.00101226748026,0.095552256176,0.0671067157262,0.00290918975316,0.00303739057922
0.160476193232,0.000361226971089,0.236870036174,0.226740162893,0.00253370469001,0.00286205519526
0.0874146252907,0.00520038404716,0.209390238363,0.173822029901,0.0037168090034,0.00385716197484
0.127703574432,0.00613117364291,0.302885572998,0.20788371352,0.00457762929387,0.00483545148198
0.0179390768537,0.0115539003073,0.194661457001,0.128538247457,0.00495262274986,0.00523519374834
0.0950988482306,0.000913056106982,0.202740343059,0.15570145539,0.00515204902879,0.00551934373427
0.0677502739911,0.00386437861681,0.209742702695,0.146612301427,0.00779853282867,0.00811500747907
0.0682012209941,0.00260098455387,0.14427086463,0.126110535362,0.00387053305068,0.00407124189053
0.0644847896769,0.00351432299707,0.129490765957,0.0992860012025,0.00363391737446,0.00403992820038
0.0873611536664,0.00135071057527,0.216887009313,0.128560972447,0.00608402605197,0.00651995930361
0.116979561162,0.00241183538014,0.285989799208,0.245165573038,0.00644624576287,0.00689204797099
0.121388374067,0.0022849006832,0.18995964833,0.167593815264,0.0042255100234,0.00450658510652
0.0269571458999,0.00569596845153,0.122987886255,0.0844823557661,0.00181579312898,0.00199986428699
0.109293588476,0.0109000707176,0.209764169474,0.15603934705,0.00409747124547,0.00414859224838
0.0432077948695,0.000291008635044,0.221311414243,0.149928564106,0.00814837353806,0.00815744107403
0.0244639955874,0.00395818057256,0.118814890889,0.106501878609,0.00210439789219,0.00230554598663
0.16580118031,0.00196980797127,0.336969942738,0.265044098507,0.00536333223886,0.0056382478734
0.0436083985341,0.00053372433181,0.116525292543,0.0484534846931,0.00241268886989,0.00265913908753
0.00408589640737,0.000590091658835,0.00934329397015,0.0082104381021,0.00117762363299,0.00133334435277
